Declare,metatab-latest,,,
Title,"San Diego Point In Time Count 2018, Tracts",,,
Description,"Unsheltered counts per tract and sheltered counts per facility, for 2018 San",,,
Description,Diego Point in Time Count of homeless.,,,
Identifier,a49e9e6a-5bb2-495f-9e4e-ae1043895b35,,,
Name,rtfhsd.org-pitc-2018-4,,,
Dataset,pitc,,,
Origin,rtfhsd.org,,,
Time,2018,,,
Space,,,,
Grain,,,,
Variant,,,,
Version,4,,,
Tag,los_angeles,,,
Created,2019-07-06T22:19:42,,,
Modified,2019-07-17T16:31:54,,,
Giturl,https://github.com/sandiegodata-projects/homelessness.git,,,
,,,,
Section,Contacts,Email,Organization,Url
Wrangler,Eric Busboom,eric@civicknowledge.com,Civic Knowledge,http://civicknowledge.com
,,,,
Section,Documentation,Title,Description,
Documentation,file:README.md,README,,
Documentation,https://www.rtfhsd.org/wp-content/uploads/2017/06/2018-WPoint-in-Time-Count-Annual-Report.pdf,WeAllCount 2018 Annual Report,,
,,,,
Section,References,Name,Description,
Reference,file:data/pitc-2018.csv#&encoding=ascii,pitc_2018_source,,
Reference,https://www.rtfhsd.org/wp-content/uploads/2017/06/2018-Point-in-Time-Count-Census-Tract-Data.pdf,pitc_2018_pdf,PDF document from which pitc_2018_source data were scraped,
,,,,
Section,Resources,Name,Description,
Datafile,pylib/generate.py#pitc,unsheltered_2018,"Unsheltered count, by tract",
Datafile,https://www.rtfhsd.org/wp-content/uploads/2017/06/Inventory-List-for-CA-601-San-Diego-County-and-City-CoC-2018-HIC-1.xlsx#end=222,sheltered_2018,Housing inventory and sheltered count,
,,,,
Section,Schema,DataType,Description,
Table,unsheltered_2018,,,
Table.Column,geoid,string,Tract Geoid,
Table.Column,tract,string,Tract number,
Table.Column,community,string,Community Name where tract is located,
Table.Column,count,number,Count of unsheltered homless,
Table,sheltered_2018,,,
Table.Column,row,integer,Row #,
Table.Column,year,integer,Year,
Table.Column,proj_type,string,Proj. Type,
Table.Column,organization_name,string,Organization Name,
Table.Column,project_name,string,Project Name,
Table.Column,geo_code,integer,Geo Code,
Table.Column,inventory_type,string,Inventory Type,
Table.Column,bed_type,string,Bed Type,
Table.Column,target_pop_a,string,Target Pop. A,
Table.Column,target_pop_b,string,Target Pop. B,
Table.Column,beds_hh_w_children,integer,Beds HH w/ Children,
Table.Column,units_hh_w_children,integer,Units HH w/ Children,
Table.Column,beds_hh_w_o_children,integer,Beds HH w/o Children,
Table.Column,beds_hh_w_only_children,integer,Beds HH w/ only Children,
Table.Column,veteran_beds_hh_w_children,integer,Veteran Beds HH w/ Children,
Table.Column,youth_beds_hh_w_children,integer,Youth Beds HH w/ Children,
Table.Column,ch_beds_hh_w_children,integer,CH Beds HH w/ Children,
Table.Column,veteran_beds_hh_w_o_children,integer,Veteran Beds HH w/o Children,
Table.Column,youth_beds_hh_w_o_children,integer,Youth Beds HH w/o Children,
Table.Column,ch_beds_hh_w_o_children,integer,CH Beds HH w/o Children,
Table.Column,ch_beds_hh_w_only_children,integer,CH Beds HH w/ only Children,
Table.Column,additional_federal_funding_hud_vash,string,Additional Federal Funding: HUD-VASH,
Table.Column,additional_federal_funding_ssvf,string,Additional Federal Funding: SSVF,
Table.Column,additional_federal_funding_gpd,string,Additional Federal Funding: GPD,
Table.Column,additional_federal_funding_gpd_bh,string,Additional Federal Funding: GPD-BH,
Table.Column,additional_federal_funding_gpd_ld,string,Additional Federal Funding: GPD-LD,
Table.Column,additional_federal_funding_gpd_hh,string,Additional Federal Funding: GPD-HH,
Table.Column,additional_federal_funding_gpd_ct,string,Additional Federal Funding: GPD-CT,
Table.Column,additional_federal_funding_gpd_sith,string,Additional Federal Funding: GPD-SITH,
Table.Column,additional_federal_funding_gpd_tp,unknown,Additional Federal Funding: GPD-TP,
Table.Column,additional_federal_funding_hchv,string,Additional Federal Funding: HCHV,
Table.Column,additional_federal_funding_hchv_crs,unknown,Additional Federal Funding: HCHV-CRS,
Table.Column,additional_federal_funding_hchv_sh,unknown,Additional Federal Funding: HCHV-SH,
Table.Column,additional_federal_funding_cwt_tr,string,Additional Federal Funding: CWT/TR,
Table.Column,additional_federal_funding_bcp,string,Additional Federal Funding: BCP,
Table.Column,additional_federal_funding_tlp,string,Additional Federal Funding: TLP,
Table.Column,additional_federal_funding_mgh,string,Additional Federal Funding: MGH,
Table.Column,additional_federal_funding_hopwa,string,Additional Federal Funding: HOPWA,
Table.Column,additional_federal_funding_hopwa_hmv,unknown,Additional Federal Funding: HOPWA-HMV,
Table.Column,additional_federal_funding_hopwa_ph,string,Additional Federal Funding: HOPWA-PH,
Table.Column,additional_federal_funding_hopwa_stsf,unknown,Additional Federal Funding: HOPWA-STSF,
Table.Column,additional_federal_funding_hopwa_th,string,Additional Federal Funding: HOPWA-TH,
Table.Column,additional_federal_funding_pih,string,Additional Federal Funding: PIH,
Table.Column,additional_federal_funding_other,string,Additional Federal Funding: Other,
Table.Column,housing_type,text,Housing Type,
Table.Column,mckinney_vento_esg,string,McKinney- Vento: Esg,
Table.Column,mckinney_vento_esges,string,McKinney- Vento: EsgEs,
Table.Column,mckinney_vento_esgrrh,string,McKinney- Vento: EsgRrh,
Table.Column,mckinney_vento_coc,string,McKinney- Vento: Coc,
Table.Column,mckinney_vento_cocsh,string,McKinney- Vento: CocSh,
Table.Column,mckinney_vento_cocth,string,McKinney- Vento: CocTh,
Table.Column,mckinney_vento_cocpsh,string,McKinney- Vento: CocPsh,
Table.Column,mckinney_vento_cocrrh,string,McKinney- Vento: CocRrh,
Table.Column,mckinney_vento_cocsro,string,McKinney- Vento: CocSro,
Table.Column,mckinney_vento_spc,string,McKinney- Vento: SpC,
Table.Column,mckinney_vento_s8,string,McKinney- Vento: S8,
Table.Column,mckinney_vento_shp,string,McKinney- Vento: Shp,
Table.Column,year_round_beds,integer,Year-Round Beds,
Table.Column,hmis_beds_hh_w_children,integer,HMIS Beds HH w/ Children,
Table.Column,hmis_beds_hh_w_o_children,integer,HMIS Beds HH w/o Children,
Table.Column,hmis_beds_hh_w_only_children,integer,HMIS Beds HH w/ only Children,
Table.Column,pct_of_hmis_beds_hh_with_children,integer,% of HMIS Beds HH with Children,
